,PERSON_ID,DISPLAY_FIRST_LAST,SCHOOL,BIRTHDATE,SEASON_EXP,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,203489,Nate Wolters,South Dakota State,1991-05-15T00:00:00,3,2013,2,38
0,1626174,Christian Wood,UNLV,1995-09-27T00:00:00,6,Undrafted,Undrafted,Undrafted
0,1630218,Robert Woodard II,Mississippi State,1999-09-22T00:00:00,2,2020,2,40
0,2254,Loren Woods,Arizona,1978-06-21T00:00:00,7,2001,2,45
0,2417,Qyntel Woods,Northeast Mississippi CC,1981-02-16T00:00:00,4,2002,1,21
0,101120,Antoine Wright,Texas A&M,1984-02-06T00:00:00,6,2005,1,15
0,101152,Bracey Wright,Indiana,1984-07-01T00:00:00,2,2005,2,47
0,201148,Brandan Wright,North Carolina,1987-10-05T00:00:00,10,2007,1,8
0,1626153,Delon Wright,Utah,1992-04-26T00:00:00,7,2015,1,20
0,201153,Julian Wright,Kansas,1987-05-20T00:00:00,5,2007,1,13
0,1630589,Moses Wright,Georgia Tech,1998-12-23T00:00:00,1,Undrafted,Undrafted,Undrafted
0,1630593,McKinley Wright IV,Colorado,1998-10-25T00:00:00,1,Undrafted,Undrafted,Undrafted
0,203100,Tony Wroten,Washington,1993-04-13T00:00:00,5,2012,1,25
0,2428,Vincent Yarbrough,Tennessee,1981-03-21T00:00:00,2,2002,2,32
0,203923,James Young,Kentucky,1995-08-16T00:00:00,5,2014,1,17
0,201156,Nick Young,Southern California,1985-06-01T00:00:00,12,2007,1,16
0,201970,Sam Young,Pittsburgh,1985-06-01T00:00:00,5,2009,2,36
0,201152,Thaddeus Young,Georgia Tech,1988-06-21T00:00:00,15,2007,1,12
0,1629027,Trae Young,Oklahoma,1998-09-19T00:00:00,4,2018,1,5
0,1630209,Omer Yurtseven,Georgetown,1998-06-19T00:00:00,1,Undrafted,Undrafted,Undrafted
0,203469,Cody Zeller,Indiana,1992-10-05T00:00:00,9,2013,1,4
0,203092,Tyler Zeller,North Carolina,1990-01-17T00:00:00,9,2012,1,17
0,1627753,Zhou Qi,Xinjiang,1996-01-16T00:00:00,2,2016,2,43
0,2583,Derrick Zimmerman,Mississippi State,1981-12-02T00:00:00,1,2003,2,40
0,1627757,Stephen Zimmerman,UNLV,1996-09-09T00:00:00,2,2016,2,41
